ephys_roi_id,cell_specimen_id,jem-id_cell_specimen,Date,Donor,projection_target,slicing plane,spike_waveform_PC1,membrane_time_constant_ms,example_trace_panel_j
1388908077,1388908235.0,Dbh-Cre-KI;Ai65-751032.10.06.01,2024-08-23,751032.0,Cerebellum,Sagittal,0.23481411148778214,10.1714202494931,False
1388916109,1388916166.0,Dbh-Cre-KI;Ai65-751032.10.06.02,2024-08-23,751032.0,Cerebellum,Sagittal,0.3236891901681758,21.057478036330302,False
1390679794,1390680004.0,Dbh-Cre-KI;Ai65-751022.11.06.01,2024-08-30,751022.0,Cerebellum,Sagittal,0.04119186800215712,40.9854623828253,False
1394143501,1394143559.0,Dbh-Cre-KI;Ai65-752560.09.06.01,2024-09-13,752560.0,Cerebellum,Sagittal,1.147400598190983,38.0878760027252,False
1394161703,1394161987.0,Dbh-Cre-KI;Ai65-752560.09.06.03,2024-09-13,752560.0,Cerebellum,Sagittal,0.6136466452316096,55.671983790866996,False
1402045715,1402045742.0,Dbh-Cre-KI;Ai65-763842.10.06.01,2024-10-25,763842.0,Cerebellum,Sagittal,0.40106439635561747,8.7506108564052,False
1402046885,1402046922.0,Dbh-Cre-KI;Ai65-763842.11.06.01,2024-10-25,763842.0,Cerebellum,Sagittal,-0.33942387211425246,29.949719520473,False
1402049348,1402049377.0,Dbh-Cre-KI;Ai65-763842.10.06.02,2024-10-25,763842.0,Cerebellum,Sagittal,-1.0028318109621723,39.066860050078105,False
1402082775,1402082940.0,Dbh-Cre-KI;Ai65-763842.11.06.02,2024-10-25,763842.0,Cerebellum,Sagittal,-1.3789115981120177,51.072602484981395,False
1403961154,1403961205.0,Dbh-Cre-KI;Ai65-763845.10.06.01,2024-11-06,763845.0,Cerebellum,Sagittal,0.8620319153335948,6.477160297662899,False
1426755833,1426755878.0,Dbh-Cre-KI;Ai65-787268.03.01.01,2025-03-18,787268.0,Cerebellum,Coronal,-0.3826622697507926,39.9958565662134,False
1426757704,1426757744.0,Dbh-Cre-KI;Ai65-787268.04.02.01,2025-03-18,787268.0,Cerebellum,Coronal,0.1666659628150646,33.091957865361,True
1426765364,1426765408.0,Dbh-Cre-KI;Ai65-787268.04.02.02,2025-03-18,787268.0,Cerebellum,Coronal,1.8793886063049938,,False
1426902193,1426902232.0,Dbh-Cre-KI;Ai65-787271.06.01.02,2025-03-19,787271.0,Cerebellum,Coronal,1.867516213739245,16.7465988485258,False
1426902265,1426902305.0,Dbh-Cre-KI;Ai65-787271.05.01.02,2025-03-19,787271.0,Cerebellum,Coronal,0.892232700767579,36.043647080900094,False
1380275537,1380275577.0,Dbh-Cre-KI;Ai65-744122.11.06.01,2024-07-15,744122.0,Cortex,Sagittal,0.6275255593781461,50.0702699533143,False
1380276138,1380276192.0,Dbh-Cre-KI;Ai65-744122.10.06.01,2024-07-15,744122.0,Cortex,Sagittal,-0.8959397364211541,50.3349984425341,False
1380283018,1380283052.0,Dbh-Cre-KI;Ai65-744122.10.06.02,2024-07-15,744122.0,Cortex,Sagittal,0.16402272540071727,,False
1380286647,1380286756.0,Dbh-Cre-KI;Ai65-744122.11.06.02,2024-07-15,744122.0,Cortex,Sagittal,1.0613337505910418,37.7050759797496,False
1380296153,1380296198.0,Dbh-Cre-KI;Ai65-744122.10.06.03,2024-07-15,744122.0,Cortex,Sagittal,-0.46715115705290217,54.3919397012429,False
1380304339,1380304381.0,Dbh-Cre-KI;Ai65-744122.11.06.03,2024-07-15,744122.0,Cortex,Sagittal,-0.026780576509965227,55.9234727902143,False
1388216355,1388216412.0,Dbh-Cre-KI;Ai65-751031.09.06.01,2024-08-20,751031.0,Cortex,Sagittal,-0.5419667313489754,32.788928198902404,False
1388224840,1388224903.0,Dbh-Cre-KI;Ai65-751031.09.06.02,2024-08-20,751031.0,Cortex,Sagittal,0.36089554131073,33.415345743632194,False
1388239233,1388239453.0,Dbh-Cre-KI;Ai65-751031.09.06.03,2024-08-20,751031.0,Cortex,Sagittal,-0.4114670161512486,54.852819758630694,True
1388478490,1388478527.0,Dbh-Cre-KI;Ai65-751029.11.06.01,2024-08-21,751029.0,Cortex,Sagittal,0.2923499349062594,62.985422728219994,False
1388484157,1388484291.0,Dbh-Cre-KI;Ai65-751029.11.06.02,2024-08-21,751029.0,Cortex,Sagittal,0.7638995266333992,38.820403366906596,False
